filename,run_number,run_path,scenario,preupsample,dataset,model,loss_function,variable,rmse,mae,bias,corr,baseline_rmse,skill
evaluation_visualization.ipynb,,,unknown,no-preupsample,1 dataset,Unknown,n/a,,,,,,,
sc1_eval_resnet18_preupsample.ipynb,4,runs TA/sc1_resnet_preupsample/20260408_135301_lead1d,scenario1,preupsample,2 dataset,ResNet18,n/a,T2m (K),0.571970701,0.44635728,0.00789181236,0.830933452,0.815497557,0.298623648
sc1_eval_resnet18_preupsample.ipynb,4,runs TA/sc1_resnet_preupsample/20260408_135301_lead1d,scenario1,preupsample,2 dataset,ResNet18,n/a,TP 24hr (mm),0.00645777211,0.00333899423,-0.000739708543,0.80991888,0.00653527562,0.0118592577
sc1_eval_resnet18_preupsample.ipynb,5,runs TA/sc1_resnet_preupsample/20260408_135514_lead1d,scenario1,preupsample,2 dataset,ResNet18,n/a,U10 (m/s),1.072343946,0.812148392,-0.0464204848,0.890049696,1.244089406,0.138049131
sc1_eval_resnet18_preupsample.ipynb,5,runs TA/sc1_resnet_preupsample/20260408_135514_lead1d,scenario1,preupsample,2 dataset,ResNet18,n/a,V10 (m/s),1.059832335,0.806980908,0.0460251868,0.874127984,1.171017261,0.0949472995
sc1_eval_resnet18_preupsample.ipynb,5,runs TA/sc1_resnet_preupsample/20260408_135514_lead1d,scenario1,preupsample,2 dataset,ResNet18,n/a,T2m (K),0.573594511,0.447198153,0.04348341,0.83078438,0.815497557,0.29663246
sc1_eval_resnet18_preupsample.ipynb,5,runs TA/sc1_resnet_preupsample/20260408_135514_lead1d,scenario1,preupsample,2 dataset,ResNet18,n/a,TP 24hr (mm),0.0064729033,0.00333847548,-0.000822299684,0.809505463,0.00653527562,0.00954394632
sc1_eval_unet.ipynb,1,runs TA/sc1_unet/20260408_081053_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,U10 (m/s),1.163179874,0.893810153,0.00660733366,0.870282352,1.244089406,0.0650351426
sc1_eval_unet.ipynb,1,runs TA/sc1_unet/20260408_081053_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,V10 (m/s),1.124879956,0.862480581,0.0798911154,0.857971609,1.171017261,0.039399338
sc1_eval_unet.ipynb,1,runs TA/sc1_unet/20260408_081053_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,T2m (K),0.708385587,0.572954178,-0.0755818263,0.810094953,0.815497557,0.131345544
sc1_eval_unet.ipynb,1,runs TA/sc1_unet/20260408_081053_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,TP 24hr (mm),0.00665955059,0.00347924209,-0.000920625811,0.801966786,0.00653527562,-0.0190160256
sc1_eval_unet.ipynb,2,runs TA/sc1_unet/20260408_081218_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,U10 (m/s),1.185425401,0.90757817,-0.110050678,0.866107404,1.244089406,0.0471541718
sc1_eval_unet.ipynb,2,runs TA/sc1_unet/20260408_081218_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,V10 (m/s),1.136724472,0.87322998,-0.0575341284,0.854234993,1.171017261,0.0292846145
sc1_eval_unet.ipynb,2,runs TA/sc1_unet/20260408_081218_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,T2m (K),0.678184211,0.543604672,0.00861853734,0.806120396,0.815497557,0.168379837
sc1_eval_unet.ipynb,2,runs TA/sc1_unet/20260408_081218_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,TP 24hr (mm),0.00675816601,0.00357487472,-0.000664945459,0.791950583,0.00653527562,-0.0341057364
sc1_eval_unet.ipynb,3,runs TA/sc1_unet/20260408_081356_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,U10 (m/s),1.16207242,0.892487109,0.00713595143,0.870844185,1.244089406,0.0659253152
sc1_eval_unet.ipynb,3,runs TA/sc1_unet/20260408_081356_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,V10 (m/s),1.124340653,0.861622751,0.049818363,0.857915401,1.171017261,0.0398598802
sc1_eval_unet.ipynb,3,runs TA/sc1_unet/20260408_081356_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,T2m (K),0.699892759,0.56520915,-0.0526005812,0.810216546,0.815497557,0.141759833
sc1_eval_unet.ipynb,3,runs TA/sc1_unet/20260408_081356_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,TP 24hr (mm),0.0066624661,0.00347600994,-0.000971087196,0.802042663,0.00653527562,-0.0194621438
sc1_eval_unet.ipynb,4,runs TA/sc1_unet/20260408_081522_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,U10 (m/s),1.180692554,0.90360111,-0.0898211822,0.867282391,1.244089406,0.050958438
sc1_eval_unet.ipynb,4,runs TA/sc1_unet/20260408_081522_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,V10 (m/s),1.129928827,0.867620945,0.00291192206,0.854346216,1.171017261,0.0350878123
sc1_eval_unet.ipynb,4,runs TA/sc1_unet/20260408_081522_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,T2m (K),0.680290341,0.546623886,-0.0245374553,0.806093454,0.815497557,0.165797205
sc1_eval_unet.ipynb,4,runs TA/sc1_unet/20260408_081522_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,TP 24hr (mm),0.00676643057,0.00359215774,-0.000553028018,0.79197818,0.00653527562,-0.0353703436
sc1_eval_unet.ipynb,5,runs TA/sc1_unet/20260408_081702_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,U10 (m/s),1.163348317,0.893217146,-0.0385767259,0.870690942,1.244089406,0.0648997482
sc1_eval_unet.ipynb,5,runs TA/sc1_unet/20260408_081702_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,V10 (m/s),1.128249288,0.865214586,0.103630066,0.858430803,1.171017261,0.0365220693
sc1_eval_unet.ipynb,5,runs TA/sc1_unet/20260408_081702_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,T2m (K),0.70204097,0.56716162,-0.0590727665,0.810415566,0.815497557,0.139125599
sc1_eval_unet.ipynb,5,runs TA/sc1_unet/20260408_081702_lead1d,scenario1,no-preupsample,2 dataset,Unet,n/a,TP 24hr (mm),0.00666180765,0.00348384469,-0.000890903873,0.801534414,0.00653527562,-0.0193613914
sc1_eval_unet_preupsample.ipynb,1,runs TA/sc1_unet_preupsample/20260430_063935_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,U10 (m/s),1.044578433,0.790597916,-0.0465881377,0.89916265,1.244089406,0.16036707
sc1_eval_unet_preupsample.ipynb,1,runs TA/sc1_unet_preupsample/20260430_063935_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,V10 (m/s),1.015237689,0.771789789,-0.0742055997,0.883650541,1.171017261,0.133029271
sc1_eval_unet_preupsample.ipynb,1,runs TA/sc1_unet_preupsample/20260430_063935_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,T2m (K),0.557554245,0.436390281,-0.0129584651,0.838554382,0.815497557,0.316301759
sc1_eval_unet_preupsample.ipynb,1,runs TA/sc1_unet_preupsample/20260430_063935_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,TP 24hr (mm),0.0064513213,0.00328800641,-0.00100344128,0.814684808,0.00653527562,0.0128463325
sc1_eval_unet_preupsample.ipynb,2,runs TA/sc1_unet_preupsample/20260430_064428_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,U10 (m/s),1.029448748,0.779555976,0.117750876,0.899210274,1.244089406,0.172528323
sc1_eval_unet_preupsample.ipynb,2,runs TA/sc1_unet_preupsample/20260430_064428_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,V10 (m/s),1.023376226,0.77526015,0.0313189961,0.882477939,1.171017261,0.126079298
sc1_eval_unet_preupsample.ipynb,2,runs TA/sc1_unet_preupsample/20260430_064428_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,T2m (K),0.562457263,0.438800544,-0.0196973532,0.838488281,0.815497557,0.310289456
sc1_eval_unet_preupsample.ipynb,2,runs TA/sc1_unet_preupsample/20260430_064428_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,TP 24hr (mm),0.00633447478,0.00329827541,-0.000295811158,0.815950394,0.00653527562,0.0307256892
sc1_eval_unet_preupsample.ipynb,3,runs TA/sc1_unet_preupsample/20260430_064914_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,U10 (m/s),1.032976151,0.782562673,0.0500331111,0.899515808,1.244089406,0.169692994
sc1_eval_unet_preupsample.ipynb,3,runs TA/sc1_unet_preupsample/20260430_064914_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,V10 (m/s),1.045624375,0.796750546,-0.153369159,0.881657541,1.171017261,0.107080305
sc1_eval_unet_preupsample.ipynb,3,runs TA/sc1_unet_preupsample/20260430_064914_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,T2m (K),0.552026629,0.43019104,0.0119991759,0.839114845,0.815497557,0.323079971
sc1_eval_unet_preupsample.ipynb,3,runs TA/sc1_unet_preupsample/20260430_064914_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,TP 24hr (mm),0.00634332839,0.00331111229,-0.000262835238,0.816046774,0.00653527562,0.0293709463
sc1_eval_unet_preupsample.ipynb,4,runs TA/sc1_unet_preupsample/20260430_065402_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,U10 (m/s),1.049809813,0.793809891,0.0655595958,0.900175631,1.244089406,0.156162083
sc1_eval_unet_preupsample.ipynb,4,runs TA/sc1_unet_preupsample/20260430_065402_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,V10 (m/s),1.026750445,0.77940017,0.00673746504,0.885018408,1.171017261,0.123197856
sc1_eval_unet_preupsample.ipynb,4,runs TA/sc1_unet_preupsample/20260430_065402_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,T2m (K),0.554744065,0.43151325,-0.0131535539,0.839714527,0.815497557,0.319747729
sc1_eval_unet_preupsample.ipynb,4,runs TA/sc1_unet_preupsample/20260430_065402_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,TP 24hr (mm),0.00630552275,0.00326192332,-0.00049641903,0.816374242,0.00653527562,0.0351558045
sc1_eval_unet_preupsample.ipynb,5,runs TA/sc1_unet_preupsample/20260430_065926_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,U10 (m/s),1.036222219,0.781672001,-0.0425156653,0.900243104,1.244089406,0.167083801
sc1_eval_unet_preupsample.ipynb,5,runs TA/sc1_unet_preupsample/20260430_065926_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,V10 (m/s),1.045533299,0.794746399,0.214143738,0.883745193,1.171017261,0.10715808
sc1_eval_unet_preupsample.ipynb,5,runs TA/sc1_unet_preupsample/20260430_065926_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,T2m (K),0.55061692,0.427747935,-0.00439594127,0.839566827,0.815497557,0.324808621
sc1_eval_unet_preupsample.ipynb,5,runs TA/sc1_unet_preupsample/20260430_065926_lead1d,scenario1,preupsample,2 dataset,Unet,n/a,TP 24hr (mm),0.00633895304,0.00329253916,-0.000356800883,0.814462602,0.00653527562,0.0300404442
sc2_eval_convnext_mae_preupsample.ipynb,1,runs TA/sc2_convnext_preupsample/20260408_154457,scenario2,preupsample,1 dataset,ConvNeXt,n/a,U10 (m/s),0.706423998,0.529923916,0.000552804908,0.939666629,0.659451187,-0.0712301565
sc2_eval_convnext_mae_preupsample.ipynb,1,runs TA/sc2_convnext_preupsample/20260408_154457,scenario2,preupsample,1 dataset,ConvNeXt,n/a,V10 (m/s),0.691326022,0.518277884,-0.0257013179,0.930148363,0.632749081,-0.0925753087
sc2_eval_convnext_mae_preupsample.ipynb,1,runs TA/sc2_convnext_preupsample/20260408_154457,scenario2,preupsample,1 dataset,ConvNeXt,n/a,T2m (K),0.518038452,0.410204262,0.0136728669,0.919906735,0.561044872,0.0766541542
sc2_eval_convnext_mae_preupsample.ipynb,1,runs TA/sc2_convnext_preupsample/20260408_154457,scenario2,preupsample,1 dataset,ConvNeXt,n/a,TP 24hr (mm),0.00519293314,0.00253618299,-0.000518781948,0.880820394,0.00460193586,-0.128423625
sc2_eval_convnext_mae_preupsample.ipynb,2,runs TA/sc2_convnext_preupsample/20260408_162953,scenario2,preupsample,1 dataset,ConvNeXt,n/a,U10 (m/s),0.70678091,0.530178666,-0.0116547951,0.939666748,0.659451187,-0.0717713832
sc2_eval_convnext_mae_preupsample.ipynb,2,runs TA/sc2_convnext_preupsample/20260408_162953,scenario2,preupsample,1 dataset,ConvNeXt,n/a,V10 (m/s),0.691143751,0.518044531,-0.00719380192,0.930154324,0.632749081,-0.0922872467
sc2_eval_convnext_mae_preupsample.ipynb,2,runs TA/sc2_convnext_preupsample/20260408_162953,scenario2,preupsample,1 dataset,ConvNeXt,n/a,T2m (K),0.518275976,0.4103854,0.0205248706,0.919903219,0.561044872,0.0762307932
sc2_eval_convnext_mae_preupsample.ipynb,2,runs TA/sc2_convnext_preupsample/20260408_162953,scenario2,preupsample,1 dataset,ConvNeXt,n/a,TP 24hr (mm),0.00520117301,0.00253512384,-0.000579396379,0.880812526,0.00460193586,-0.130214148
sc2_eval_convnext_mae_preupsample.ipynb,3,runs TA/sc2_convnext_preupsample/20260408_171455,scenario2,preupsample,1 dataset,ConvNeXt,n/a,U10 (m/s),0.706427634,0.52992624,0.000223546667,0.93966347,0.659451187,-0.07123567
sc2_eval_convnext_mae_preupsample.ipynb,3,runs TA/sc2_convnext_preupsample/20260408_171455,scenario2,preupsample,1 dataset,ConvNeXt,n/a,V10 (m/s),0.691328943,0.518280029,-0.025698768,0.930148721,0.632749081,-0.0925799245
sc2_eval_convnext_mae_preupsample.ipynb,3,runs TA/sc2_convnext_preupsample/20260408_171455,scenario2,preupsample,1 dataset,ConvNeXt,n/a,T2m (K),0.518037498,0.410199612,0.0141294291,0.919906914,0.561044872,0.0766558541
sc2_eval_convnext_mae_preupsample.ipynb,3,runs TA/sc2_convnext_preupsample/20260408_171455,scenario2,preupsample,1 dataset,ConvNeXt,n/a,TP 24hr (mm),0.005192996,0.00253617484,-0.00051937392,0.880822062,0.00460193586,-0.128437285
sc2_eval_convnext_mae_preupsample.ipynb,4,runs TA/sc2_convnext_preupsample/20260408_175957,scenario2,preupsample,1 dataset,ConvNeXt,n/a,U10 (m/s),0.706789374,0.5301826,-0.0120418491,0.939667463,0.659451187,-0.0717842179
sc2_eval_convnext_mae_preupsample.ipynb,4,runs TA/sc2_convnext_preupsample/20260408_175957,scenario2,preupsample,1 dataset,ConvNeXt,n/a,V10 (m/s),0.691142738,0.518044829,-0.00715010567,0.930155933,0.632749081,-0.0922856453
sc2_eval_convnext_mae_preupsample.ipynb,4,runs TA/sc2_convnext_preupsample/20260408_175957,scenario2,preupsample,1 dataset,ConvNeXt,n/a,T2m (K),0.518277526,0.410388827,0.0204168707,0.919904172,0.561044872,0.076228031
sc2_eval_convnext_mae_preupsample.ipynb,4,runs TA/sc2_convnext_preupsample/20260408_175957,scenario2,preupsample,1 dataset,ConvNeXt,n/a,TP 24hr (mm),0.00520077394,0.00253509032,-0.000576904684,0.880815446,0.00460193586,-0.13012743
sc2_eval_convnext_mae_preupsample.ipynb,5,runs TA/sc2_convnext_preupsample/20260408_184448,scenario2,preupsample,1 dataset,ConvNeXt,n/a,U10 (m/s),0.706774414,0.530175924,-0.0113789253,0.939664066,0.659451187,-0.0717615312
sc2_eval_convnext_mae_preupsample.ipynb,5,runs TA/sc2_convnext_preupsample/20260408_184448,scenario2,preupsample,1 dataset,ConvNeXt,n/a,V10 (m/s),0.691164434,0.518064499,-0.00762070017,0.930154026,0.632749081,-0.0923199339
sc2_eval_convnext_mae_preupsample.ipynb,5,runs TA/sc2_convnext_preupsample/20260408_184448,scenario2,preupsample,1 dataset,ConvNeXt,n/a,T2m (K),0.518288791,0.410398513,0.0204920247,0.919899464,0.561044872,0.0762079519
sc2_eval_convnext_mae_preupsample.ipynb,5,runs TA/sc2_convnext_preupsample/20260408_184448,scenario2,preupsample,1 dataset,ConvNeXt,n/a,TP 24hr (mm),0.00520109246,0.00253511243,-0.000579120882,0.88081193,0.00460193586,-0.130196643
sc2_eval_covnext_mae.ipynb,1,runs TA/sc2_convnext/20260406_182448,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,U10 (m/s),1.580892444,1.21622467,-0.0630216822,0.820245981,0.659451187,-1.397285009
sc2_eval_covnext_mae.ipynb,1,runs TA/sc2_convnext/20260406_182448,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,V10 (m/s),1.481617451,1.136472702,0.0151608475,0.790004611,0.632749081,-1.34155607
sc2_eval_covnext_mae.ipynb,1,runs TA/sc2_convnext/20260406_182448,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,T2m (K),0.986185551,0.808375061,0.110655747,0.725037336,0.561044872,-0.757765912
sc2_eval_covnext_mae.ipynb,1,runs TA/sc2_convnext/20260406_182448,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,TP 24hr (mm),0.00879269931,0.00457439758,-0.00167201844,0.638392389,0.00460193586,-0.910652297
sc2_eval_covnext_mae.ipynb,2,runs TA/sc2_convnext/20260406_183136,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,U10 (m/s),1.581908107,1.216947794,-0.0622022189,0.820019126,0.659451187,-1.398825173
sc2_eval_covnext_mae.ipynb,2,runs TA/sc2_convnext/20260406_183136,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,V10 (m/s),1.481703281,1.136702895,0.0124742975,0.789968848,0.632749081,-1.341691717
sc2_eval_covnext_mae.ipynb,2,runs TA/sc2_convnext/20260406_183136,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,T2m (K),0.986406088,0.808497548,0.110839739,0.724726856,0.561044872,-0.758158995
sc2_eval_covnext_mae.ipynb,2,runs TA/sc2_convnext/20260406_183136,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,TP 24hr (mm),0.00879348163,0.00457483996,-0.00166942028,0.63826257,0.00460193586,-0.910822293
sc2_eval_covnext_mae.ipynb,3,runs TA/sc2_convnext/20260406_183841,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,U10 (m/s),1.579898,1.215767384,-0.0487302244,0.820294321,0.659451187,-1.395777021
sc2_eval_covnext_mae.ipynb,3,runs TA/sc2_convnext/20260406_183841,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,V10 (m/s),1.48073411,1.136026859,0.0421100222,0.790207744,0.632749081,-1.340160034
sc2_eval_covnext_mae.ipynb,3,runs TA/sc2_convnext/20260406_183841,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,T2m (K),0.986035407,0.808070123,0.133295462,0.725076199,0.561044872,-0.757498297
sc2_eval_covnext_mae.ipynb,3,runs TA/sc2_convnext/20260406_183841,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,TP 24hr (mm),0.00878230762,0.00457882555,-0.00160433352,0.638465405,0.00460193586,-0.908394183
sc2_eval_covnext_mae.ipynb,4,runs TA/sc2_convnext/20260406_184532,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,U10 (m/s),1.58082366,1.216126084,-0.0608054101,0.820194781,0.659451187,-1.397180704
sc2_eval_covnext_mae.ipynb,4,runs TA/sc2_convnext/20260406_184532,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,V10 (m/s),1.481680155,1.136666417,0.0142753897,0.790014267,0.632749081,-1.341655168
sc2_eval_covnext_mae.ipynb,4,runs TA/sc2_convnext/20260406_184532,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,T2m (K),0.986286521,0.808437109,0.110515229,0.724973321,0.561044872,-0.75794588
sc2_eval_covnext_mae.ipynb,4,runs TA/sc2_convnext/20260406_184532,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,TP 24hr (mm),0.00879628584,0.00457590865,-0.00167809147,0.638135016,0.00460193586,-0.911431648
sc2_eval_covnext_mae.ipynb,5,runs TA/sc2_convnext/20260406_185223,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,U10 (m/s),1.580821753,1.216201544,-0.0619495325,0.820211112,0.659451187,-1.397177812
sc2_eval_covnext_mae.ipynb,5,runs TA/sc2_convnext/20260406_185223,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,V10 (m/s),1.4815377,1.136410356,0.0161593296,0.790037274,0.632749081,-1.341430031
sc2_eval_covnext_mae.ipynb,5,runs TA/sc2_convnext/20260406_185223,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,T2m (K),0.986160815,0.808318377,0.111848563,0.724986494,0.561044872,-0.757721823
sc2_eval_covnext_mae.ipynb,5,runs TA/sc2_convnext/20260406_185223,scenario2,no-preupsample,1 dataset,ConvNeXt,n/a,TP 24hr (mm),0.0087926751,0.00457422202,-0.00167130528,0.638400495,0.00460193586,-0.910647035
sc2_eval_gan.ipynb,1,runs/20260506_013434,scenario2,no-preupsample,1 dataset,GAN,n/a,U10 (m/s),0.682499945,0.516412258,-0.00712124817,0.939186633,0.659451187,-0.0349514247
sc2_eval_gan.ipynb,1,runs/20260506_013434,scenario2,no-preupsample,1 dataset,GAN,n/a,V10 (m/s),0.652763069,0.492107332,-0.00337551627,0.931991577,0.632749081,-0.0316302127
sc2_eval_gan.ipynb,1,runs/20260506_013434,scenario2,no-preupsample,1 dataset,GAN,n/a,T2m (K),0.572795928,0.46843937,0.0581690259,0.927930415,0.561044872,-0.0209449481
sc2_eval_gan.ipynb,1,runs/20260506_013434,scenario2,no-preupsample,1 dataset,GAN,n/a,TP 24hr (mm),0.00463710912,0.0022872251,-0.000500639901,0.901964128,0.00460193586,-0.00764314427
sc2_eval_gan.ipynb,2,runs/20260506_041456,scenario2,no-preupsample,1 dataset,GAN,n/a,U10 (m/s),0.682367563,0.516236603,-0.00793730468,0.93915683,0.659451187,-0.0347506791
sc2_eval_gan.ipynb,2,runs/20260506_041456,scenario2,no-preupsample,1 dataset,GAN,n/a,V10 (m/s),0.652143955,0.491584897,-0.00248285918,0.932102084,0.632749081,-0.0306517625
sc2_eval_gan.ipynb,2,runs/20260506_041456,scenario2,no-preupsample,1 dataset,GAN,n/a,T2m (K),0.5730775,0.468895406,0.0582056567,0.928026974,0.561044872,-0.0214468194
sc2_eval_gan.ipynb,2,runs/20260506_041456,scenario2,no-preupsample,1 dataset,GAN,n/a,TP 24hr (mm),0.00463920832,0.00228701066,-0.000499206129,0.901881695,0.00460193586,-0.00809930037
sc2_eval_gan.ipynb,3,runs/20260506_053951,scenario2,no-preupsample,1 dataset,GAN,n/a,U10 (m/s),0.68245393,0.516306579,-0.00742361788,0.939176679,0.659451187,-0.0348816473
sc2_eval_gan.ipynb,3,runs/20260506_053951,scenario2,no-preupsample,1 dataset,GAN,n/a,V10 (m/s),0.65203023,0.491448909,-0.00290781376,0.932132363,0.632749081,-0.0304720299
sc2_eval_gan.ipynb,3,runs/20260506_053951,scenario2,no-preupsample,1 dataset,GAN,n/a,T2m (K),0.573248744,0.469112337,0.0582135655,0.92804867,0.561044872,-0.021752043
sc2_eval_gan.ipynb,3,runs/20260506_053951,scenario2,no-preupsample,1 dataset,GAN,n/a,TP 24hr (mm),0.00463852938,0.00228795083,-0.000500094262,0.901948988,0.00460193586,-0.00795176807
sc2_eval_gan.ipynb,4,runs/20260506_070452,scenario2,no-preupsample,1 dataset,GAN,n/a,U10 (m/s),0.68138051,0.514647663,-0.00957529433,0.939321578,0.659451187,-0.0332538998
sc2_eval_gan.ipynb,4,runs/20260506_070452,scenario2,no-preupsample,1 dataset,GAN,n/a,V10 (m/s),0.649605215,0.489298552,-0.00523285195,0.931957185,0.632749081,-0.0266395234
sc2_eval_gan.ipynb,4,runs/20260506_070452,scenario2,no-preupsample,1 dataset,GAN,n/a,T2m (K),0.571733356,0.467806846,0.0570477769,0.928281009,0.561044872,-0.0190510318
sc2_eval_gan.ipynb,4,runs/20260506_070452,scenario2,no-preupsample,1 dataset,GAN,n/a,TP 24hr (mm),0.00463667884,0.00228501367,-0.000497302564,0.90187037,0.00460193586,-0.00754964644
sc2_eval_gan_preupsample.ipynb,1,runs/20260505_152634,scenario2,preupsample,1 dataset,GAN,n/a,U10 (m/s),0.650097728,0.487253189,-0.0130351782,0.94242847,0.659451187,0.0141837016
sc2_eval_gan_preupsample.ipynb,1,runs/20260505_152634,scenario2,preupsample,1 dataset,GAN,n/a,V10 (m/s),0.625593722,0.468060315,-0.00211943802,0.935355663,0.632749081,0.0113083669
sc2_eval_gan_preupsample.ipynb,1,runs/20260505_152634,scenario2,preupsample,1 dataset,GAN,n/a,T2m (K),0.552053928,0.449708402,0.0548807904,0.930648506,0.561044872,0.0160253553
sc2_eval_gan_preupsample.ipynb,1,runs/20260505_152634,scenario2,preupsample,1 dataset,GAN,n/a,TP 24hr (mm),0.00452030031,0.00221947255,-0.000403031445,0.904147446,0.00460193586,0.0177393924
sc2_eval_gan_preupsample.ipynb,2,runs/20260506_165052,scenario2,preupsample,1 dataset,GAN,n/a,U10 (m/s),0.650106072,0.487257928,-0.0130841834,0.942426682,0.659451187,0.0141710477
sc2_eval_gan_preupsample.ipynb,2,runs/20260506_165052,scenario2,preupsample,1 dataset,GAN,n/a,V10 (m/s),0.625604212,0.468066633,-0.00215280452,0.935352802,0.632749081,0.0112917878
sc2_eval_gan_preupsample.ipynb,2,runs/20260506_165052,scenario2,preupsample,1 dataset,GAN,n/a,T2m (K),0.55206573,0.449717402,0.0548603386,0.930644095,0.561044872,0.0160043201
sc2_eval_gan_preupsample.ipynb,2,runs/20260506_165052,scenario2,preupsample,1 dataset,GAN,n/a,TP 24hr (mm),0.00452526426,0.00221677078,-0.000466366269,0.904145658,0.00460193586,0.0166607269
sc2_eval_gan_preupsample.ipynb,3,runs/20260507_130130,scenario2,preupsample,1 dataset,GAN,n/a,U10 (m/s),0.650106072,0.487257928,-0.0130841834,0.942426682,0.659451187,0.0141710477
sc2_eval_gan_preupsample.ipynb,3,runs/20260507_130130,scenario2,preupsample,1 dataset,GAN,n/a,V10 (m/s),0.625604212,0.468066633,-0.00215280452,0.935352802,0.632749081,0.0112917878
sc2_eval_gan_preupsample.ipynb,3,runs/20260507_130130,scenario2,preupsample,1 dataset,GAN,n/a,T2m (K),0.55206573,0.449717402,0.0548603386,0.930644095,0.561044872,0.0160043201
sc2_eval_gan_preupsample.ipynb,3,runs/20260507_130130,scenario2,preupsample,1 dataset,GAN,n/a,TP 24hr (mm),0.00452526426,0.00221677078,-0.000466366269,0.904145658,0.00460193586,0.0166607269
sc2_eval_gan_preupsample.ipynb,4,runs/20260508_115103,scenario2,preupsample,1 dataset,GAN,n/a,U10 (m/s),0.650106072,0.487257928,-0.0130841834,0.942426682,0.659451187,0.0141710477
sc2_eval_gan_preupsample.ipynb,4,runs/20260508_115103,scenario2,preupsample,1 dataset,GAN,n/a,V10 (m/s),0.625604212,0.468066633,-0.00215280452,0.935352802,0.632749081,0.0112917878
sc2_eval_gan_preupsample.ipynb,4,runs/20260508_115103,scenario2,preupsample,1 dataset,GAN,n/a,T2m (K),0.55206573,0.449717402,0.0548603386,0.930644095,0.561044872,0.0160043201
sc2_eval_gan_preupsample.ipynb,4,runs/20260508_115103,scenario2,preupsample,1 dataset,GAN,n/a,TP 24hr (mm),0.00452526426,0.00221677078,-0.000466366269,0.904145658,0.00460193586,0.0166607269
sc2_eval_gan_preupsample.ipynb,5,runs/20260508_202609,scenario2,preupsample,1 dataset,GAN,n/a,U10 (m/s),0.650106072,0.487257928,-0.0130841834,0.942426682,0.659451187,0.0141710477
sc2_eval_gan_preupsample.ipynb,5,runs/20260508_202609,scenario2,preupsample,1 dataset,GAN,n/a,V10 (m/s),0.625604212,0.468066633,-0.00215280452,0.935352802,0.632749081,0.0112917878
