filename,run_number,scenario,preupsample,dataset,model,loss_function,variable,rmse,mae,bias,corr,baseline_rmse,skill
sc1_resnet18_run4_executed.ipynb,4,scenario1-resnet18,no-preupsample,2 dataset,ResNet18,mae,U10 (m/s),1.371,1.0532,-0.2528,0.8409,1.1679,-0.1739
sc1_resnet18_run4_executed.ipynb,4,scenario1-resnet18,no-preupsample,2 dataset,ResNet18,mae,V10 (m/s),1.3052,0.9998,0.1164,0.8226,1.0916,-0.1957
sc1_resnet18_run4_executed.ipynb,4,scenario1-resnet18,no-preupsample,2 dataset,ResNet18,mae,T2m (K),0.7502,0.6048,-0.0344,0.7598,0.7312,-0.0259
sc1_resnet18_run4_executed.ipynb,4,scenario1-resnet18,no-preupsample,2 dataset,ResNet18,mae,TP 24hr (mm),0.0077,0.004,-0.0017,0.7316,0.006,-0.2884
sc1_resnet18_run5_executed.ipynb,5,scenario1-resnet18,no-preupsample,2 dataset,ResNet18,mae,U10 (m/s),1.3603,1.0426,-0.2389,0.8423,1.1679,-0.1648
sc1_resnet18_run5_executed.ipynb,5,scenario1-resnet18,no-preupsample,2 dataset,ResNet18,mae,V10 (m/s),1.3148,1.0067,0.1517,0.8222,1.0916,-0.2045
sc1_resnet18_run5_executed.ipynb,5,scenario1-resnet18,no-preupsample,2 dataset,ResNet18,mae,T2m (K),0.7368,0.5914,0.0215,0.7612,0.7312,-0.0076
sc1_resnet18_run5_executed.ipynb,5,scenario1-resnet18,no-preupsample,2 dataset,ResNet18,mae,TP 24hr (mm),0.0077,0.004,-0.0016,0.7313,0.006,-0.2841
sc1_unet_preupsample_run1_executed.ipynb,1,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,U10 (m/s),1.0271,0.775,0.0277,0.9018,1.1679,0.1206
sc1_unet_preupsample_run1_executed.ipynb,1,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,V10 (m/s),1.0155,0.7699,0.0382,0.8843,1.0916,0.0697
sc1_unet_preupsample_run1_executed.ipynb,1,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,T2m (K),0.5613,0.4382,-0.0714,0.84,0.7312,0.2324
sc1_unet_preupsample_run1_executed.ipynb,1,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,TP 24hr (mm),0.0064,0.0033,-0.0004,0.8133,0.006,-0.0644
sc1_unet_preupsample_run2_executed.ipynb,2,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,U10 (m/s),1.0271,0.775,0.0277,0.9018,1.1679,0.1206
sc1_unet_preupsample_run2_executed.ipynb,2,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,V10 (m/s),1.0155,0.7699,0.0382,0.8843,1.0916,0.0697
sc1_unet_preupsample_run2_executed.ipynb,2,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,T2m (K),0.5613,0.4382,-0.0714,0.84,0.7312,0.2324
sc1_unet_preupsample_run2_executed.ipynb,2,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,TP 24hr (mm),0.0064,0.0033,-0.0004,0.8133,0.006,-0.0644
sc1_unet_preupsample_run3_executed.ipynb,3,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,U10 (m/s),1.0271,0.775,0.0277,0.9018,1.1679,0.1206
sc1_unet_preupsample_run3_executed.ipynb,3,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,V10 (m/s),1.0155,0.7699,0.0382,0.8843,1.0916,0.0697
sc1_unet_preupsample_run3_executed.ipynb,3,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,T2m (K),0.5613,0.4382,-0.0714,0.84,0.7312,0.2324
sc1_unet_preupsample_run3_executed.ipynb,3,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,TP 24hr (mm),0.0064,0.0033,-0.0004,0.8133,0.006,-0.0644
sc1_unet_preupsample_run4_executed.ipynb,4,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,U10 (m/s),1.0271,0.775,0.0277,0.9018,1.1679,0.1206
sc1_unet_preupsample_run4_executed.ipynb,4,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,V10 (m/s),1.0155,0.7699,0.0382,0.8843,1.0916,0.0697
sc1_unet_preupsample_run4_executed.ipynb,4,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,T2m (K),0.5613,0.4382,-0.0714,0.84,0.7312,0.2324
sc1_unet_preupsample_run4_executed.ipynb,4,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,TP 24hr (mm),0.0064,0.0033,-0.0004,0.8133,0.006,-0.0644
sc1_unet_preupsample_run5_executed.ipynb,5,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,U10 (m/s),1.0271,0.775,0.0277,0.9018,1.1679,0.1206
sc1_unet_preupsample_run5_executed.ipynb,5,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,V10 (m/s),1.0155,0.7699,0.0382,0.8843,1.0916,0.0697
sc1_unet_preupsample_run5_executed.ipynb,5,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,T2m (K),0.5613,0.4382,-0.0714,0.84,0.7312,0.2324
sc1_unet_preupsample_run5_executed.ipynb,5,scenario1-unet-preupsample,preupsample,2 dataset,Unet,mae,TP 24hr (mm),0.0064,0.0033,-0.0004,0.8133,0.006,-0.0644
sc1_unet_run1_executed.ipynb,1,scenario1-unet,no-preupsample,2 dataset,Unet,mae,U10 (m/s),1.1632,0.8938,0.0066,0.8703,1.1679,0.0041
sc1_unet_run1_executed.ipynb,1,scenario1-unet,no-preupsample,2 dataset,Unet,mae,V10 (m/s),1.1249,0.8625,0.0799,0.858,1.0916,-0.0305
sc1_unet_run1_executed.ipynb,1,scenario1-unet,no-preupsample,2 dataset,Unet,mae,T2m (K),0.7084,0.573,-0.0756,0.8101,0.7312,0.0312
sc1_unet_run1_executed.ipynb,1,scenario1-unet,no-preupsample,2 dataset,Unet,mae,TP 24hr (mm),0.0067,0.0035,-0.0009,0.802,0.006,-0.1091
sc1_unet_run2_executed.ipynb,2,scenario1-unet,no-preupsample,2 dataset,Unet,mae,U10 (m/s),1.1854,0.9076,-0.1101,0.8661,1.1679,-0.015
sc1_unet_run2_executed.ipynb,2,scenario1-unet,no-preupsample,2 dataset,Unet,mae,V10 (m/s),1.1367,0.8732,-0.0575,0.8542,1.0916,-0.0414
sc1_unet_run2_executed.ipynb,2,scenario1-unet,no-preupsample,2 dataset,Unet,mae,T2m (K),0.6782,0.5436,0.0086,0.8061,0.7312,0.0725
sc1_unet_run2_executed.ipynb,2,scenario1-unet,no-preupsample,2 dataset,Unet,mae,TP 24hr (mm),0.0068,0.0036,-0.0007,0.792,0.006,-0.1255
sc1_unet_run3_executed.ipynb,3,scenario1-unet,no-preupsample,2 dataset,Unet,mae,U10 (m/s),1.1621,0.8925,0.0071,0.8708,1.1679,0.005
sc1_unet_run3_executed.ipynb,3,scenario1-unet,no-preupsample,2 dataset,Unet,mae,V10 (m/s),1.1243,0.8616,0.0498,0.8579,1.0916,-0.03
sc1_unet_run3_executed.ipynb,3,scenario1-unet,no-preupsample,2 dataset,Unet,mae,T2m (K),0.6999,0.5652,-0.0526,0.8102,0.7312,0.0429
sc1_unet_run3_executed.ipynb,3,scenario1-unet,no-preupsample,2 dataset,Unet,mae,TP 24hr (mm),0.0067,0.0035,-0.001,0.802,0.006,-0.1096
sc1_unet_run4_executed.ipynb,4,scenario1-unet,no-preupsample,2 dataset,Unet,mae,U10 (m/s),1.1807,0.9036,-0.0898,0.8673,1.1679,-0.0109
sc1_unet_run4_executed.ipynb,4,scenario1-unet,no-preupsample,2 dataset,Unet,mae,V10 (m/s),1.1299,0.8676,0.0029,0.8543,1.0916,-0.0351
sc1_unet_run4_executed.ipynb,4,scenario1-unet,no-preupsample,2 dataset,Unet,mae,T2m (K),0.6803,0.5466,-0.0245,0.8061,0.7312,0.0697
sc1_unet_run4_executed.ipynb,4,scenario1-unet,no-preupsample,2 dataset,Unet,mae,TP 24hr (mm),0.0068,0.0036,-0.0006,0.792,0.006,-0.1269
sc1_unet_run5_executed.ipynb,5,scenario1-unet,no-preupsample,2 dataset,Unet,mae,U10 (m/s),1.1633,0.8932,-0.0386,0.8707,1.1679,0.0039
sc1_unet_run5_executed.ipynb,5,scenario1-unet,no-preupsample,2 dataset,Unet,mae,V10 (m/s),1.1282,0.8652,0.1036,0.8584,1.0916,-0.0336
sc1_unet_run5_executed.ipynb,5,scenario1-unet,no-preupsample,2 dataset,Unet,mae,T2m (K),0.702,0.5672,-0.0591,0.8104,0.7312,0.0399
sc1_unet_run5_executed.ipynb,5,scenario1-unet,no-preupsample,2 dataset,Unet,mae,TP 24hr (mm),0.0067,0.0035,-0.0009,0.8015,0.006,-0.1095
sc2_convnext_mae_preupsample_run1_executed.ipynb,1,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,U10 (m/s),0.7064,0.5299,0.0006,0.9397,0.6595,-0.0712
sc2_convnext_mae_preupsample_run1_executed.ipynb,1,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,V10 (m/s),0.6913,0.5183,-0.0257,0.9301,0.6327,-0.0926
sc2_convnext_mae_preupsample_run1_executed.ipynb,1,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,T2m (K),0.518,0.4102,0.0137,0.9199,0.561,0.0767
sc2_convnext_mae_preupsample_run1_executed.ipynb,1,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,TP 24hr (mm),0.0052,0.0025,-0.0005,0.8808,0.0046,-0.1284
sc2_convnext_mae_preupsample_run2_executed.ipynb,2,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,U10 (m/s),0.7068,0.5302,-0.0117,0.9397,0.6595,-0.0718
sc2_convnext_mae_preupsample_run2_executed.ipynb,2,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,V10 (m/s),0.6911,0.518,-0.0072,0.9302,0.6327,-0.0923
sc2_convnext_mae_preupsample_run2_executed.ipynb,2,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,T2m (K),0.5183,0.4104,0.0205,0.9199,0.561,0.0762
sc2_convnext_mae_preupsample_run2_executed.ipynb,2,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,TP 24hr (mm),0.0052,0.0025,-0.0006,0.8808,0.0046,-0.1302
sc2_convnext_mae_preupsample_run3_executed.ipynb,3,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,U10 (m/s),0.7064,0.5299,0.0002,0.9397,0.6595,-0.0712
sc2_convnext_mae_preupsample_run3_executed.ipynb,3,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,V10 (m/s),0.6913,0.5183,-0.0257,0.9301,0.6327,-0.0926
sc2_convnext_mae_preupsample_run3_executed.ipynb,3,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,T2m (K),0.518,0.4102,0.0141,0.9199,0.561,0.0767
sc2_convnext_mae_preupsample_run3_executed.ipynb,3,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,TP 24hr (mm),0.0052,0.0025,-0.0005,0.8808,0.0046,-0.1284
sc2_convnext_mae_preupsample_run4_executed.ipynb,4,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,U10 (m/s),0.7068,0.5302,-0.012,0.9397,0.6595,-0.0718
sc2_convnext_mae_preupsample_run4_executed.ipynb,4,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,V10 (m/s),0.6911,0.518,-0.0072,0.9302,0.6327,-0.0923
sc2_convnext_mae_preupsample_run4_executed.ipynb,4,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,T2m (K),0.5183,0.4104,0.0204,0.9199,0.561,0.0762
sc2_convnext_mae_preupsample_run4_executed.ipynb,4,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,TP 24hr (mm),0.0052,0.0025,-0.0006,0.8808,0.0046,-0.1301
sc2_convnext_mae_preupsample_run5_executed.ipynb,5,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,U10 (m/s),0.7068,0.5302,-0.0114,0.9397,0.6595,-0.0718
sc2_convnext_mae_preupsample_run5_executed.ipynb,5,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,V10 (m/s),0.6912,0.5181,-0.0076,0.9302,0.6327,-0.0923
sc2_convnext_mae_preupsample_run5_executed.ipynb,5,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,T2m (K),0.5183,0.4104,0.0205,0.9199,0.561,0.0762
sc2_convnext_mae_preupsample_run5_executed.ipynb,5,scenario2-convnext-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ConvNeXt,mae,TP 24hr (mm),0.0052,0.0025,-0.0006,0.8808,0.0046,-0.1302
sc2_covnext_mae_run1_executed.ipynb,1,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,U10 (m/s),1.5809,1.2162,-0.063,0.8202,0.6595,-1.3973
sc2_covnext_mae_run1_executed.ipynb,1,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,V10 (m/s),1.4816,1.1365,0.0152,0.79,0.6327,-1.3416
sc2_covnext_mae_run1_executed.ipynb,1,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,T2m (K),0.9862,0.8084,0.1107,0.725,0.561,-0.7578
sc2_covnext_mae_run1_executed.ipynb,1,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,TP 24hr (mm),0.0088,0.0046,-0.0017,0.6384,0.0046,-0.9107
sc2_covnext_mae_run2_executed.ipynb,2,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,U10 (m/s),1.5819,1.2169,-0.0622,0.82,0.6595,-1.3988
sc2_covnext_mae_run2_executed.ipynb,2,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,V10 (m/s),1.4817,1.1367,0.0125,0.79,0.6327,-1.3417
sc2_covnext_mae_run2_executed.ipynb,2,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,T2m (K),0.9864,0.8085,0.1108,0.7247,0.561,-0.7582
sc2_covnext_mae_run2_executed.ipynb,2,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,TP 24hr (mm),0.0088,0.0046,-0.0017,0.6383,0.0046,-0.9108
sc2_covnext_mae_run3_executed.ipynb,3,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,U10 (m/s),1.5799,1.2158,-0.0487,0.8203,0.6595,-1.3958
sc2_covnext_mae_run3_executed.ipynb,3,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,V10 (m/s),1.4807,1.136,0.0421,0.7902,0.6327,-1.3402
sc2_covnext_mae_run3_executed.ipynb,3,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,T2m (K),0.986,0.8081,0.1333,0.7251,0.561,-0.7575
sc2_covnext_mae_run3_executed.ipynb,3,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,TP 24hr (mm),0.0088,0.0046,-0.0016,0.6385,0.0046,-0.9084
sc2_covnext_mae_run4_executed.ipynb,4,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,U10 (m/s),1.5808,1.2161,-0.0608,0.8202,0.6595,-1.3972
sc2_covnext_mae_run4_executed.ipynb,4,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,V10 (m/s),1.4817,1.1367,0.0143,0.79,0.6327,-1.3417
sc2_covnext_mae_run4_executed.ipynb,4,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,T2m (K),0.9863,0.8084,0.1105,0.725,0.561,-0.7579
sc2_covnext_mae_run4_executed.ipynb,4,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,TP 24hr (mm),0.0088,0.0046,-0.0017,0.6381,0.0046,-0.9114
sc2_covnext_mae_run5_executed.ipynb,5,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,U10 (m/s),1.5808,1.2162,-0.0619,0.8202,0.6595,-1.3972
sc2_covnext_mae_run5_executed.ipynb,5,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,V10 (m/s),1.4815,1.1364,0.0162,0.79,0.6327,-1.3414
sc2_covnext_mae_run5_executed.ipynb,5,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,T2m (K),0.9862,0.8083,0.1118,0.725,0.561,-0.7577
sc2_covnext_mae_run5_executed.ipynb,5,scenario2-convenext-mae-perfect-prognosis,no-preupsample,1 dataset,ConvNeXt,mae,TP 24hr (mm),0.0088,0.0046,-0.0017,0.6384,0.0046,-0.9106
sc2_dl4ds.ipynb,,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,DL4DS,mae,U10 (m/s),0.5143,0.3764,0.0711,0.9633,0.6595,0.2201
sc2_dl4ds.ipynb,,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,DL4DS,mae,V10 (m/s),0.5614,0.4163,-0.0756,0.9438,0.6327,0.1127
sc2_dl4ds.ipynb,,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,DL4DS,mae,T2m (K),0.3433,0.2552,0.0513,0.953,0.561,0.3882
sc2_dl4ds.ipynb,,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,DL4DS,mae,TP 24hr (mm),0.0045,0.0022,-0.0004,0.9056,0.0046,0.0272
sc2_gan_preupsample_run1_executed.ipynb,1,scenario2-gan-mae-preupsample-perfect-prognosis,preupsample,1 dataset,GAN,mae,U10 (m/s),0.6438,0.4815,-0.0081,0.9429,0.6595,0.0237
sc2_gan_preupsample_run1_executed.ipynb,1,scenario2-gan-mae-preupsample-perfect-prognosis,preupsample,1 dataset,GAN,mae,V10 (m/s),0.619,0.4635,-0.0019,0.936,0.6327,0.0217
sc2_gan_preupsample_run1_executed.ipynb,1,scenario2-gan-mae-preupsample-perfect-prognosis,preupsample,1 dataset,GAN,mae,T2m (K),0.526,0.42,0.0398,0.9313,0.561,0.0624
sc2_gan_preupsample_run1_executed.ipynb,1,scenario2-gan-mae-preupsample-perfect-prognosis,preupsample,1 dataset,GAN,mae,TP 24hr (mm),0.0045,0.0022,-0.0005,0.9041,0.0046,0.0124
sc2_gan_preupsample_run2_executed.ipynb,2,scenario2-gan-mae-preupsample-perfect-prognosis,preupsample,1 dataset,GAN,mae,U10 (m/s),0.6434,0.4812,-0.0084,0.9429,0.6595,0.0244
sc2_gan_preupsample_run2_executed.ipynb,2,scenario2-gan-mae-preupsample-perfect-prognosis,preupsample,1 dataset,GAN,mae,V10 (m/s),0.6188,0.4634,-0.0019,0.9359,0.6327,0.022
sc2_gan_preupsample_run2_executed.ipynb,2,scenario2-gan-mae-preupsample-perfect-prognosis,preupsample,1 dataset,GAN,mae,T2m (K),0.526,0.4198,0.0398,0.9312,0.561,0.0625
sc2_gan_preupsample_run2_executed.ipynb,2,scenario2-gan-mae-preupsample-perfect-prognosis,preupsample,1 dataset,GAN,mae,TP 24hr (mm),0.0045,0.0022,-0.0005,0.9041,0.0046,0.0124
sc2_gan_preupsample_run3_executed.ipynb,3,scenario2-gan-mae-preupsample-perfect-prognosis,preupsample,1 dataset,GAN,mae,U10 (m/s),0.6433,0.4811,-0.0083,0.9429,0.6595,0.0245
sc2_gan_preupsample_run3_executed.ipynb,3,scenario2-gan-mae-preupsample-perfect-prognosis,preupsample,1 dataset,GAN,mae,V10 (m/s),0.6188,0.4634,-0.0019,0.936,0.6327,0.0221
sc2_gan_preupsample_run3_executed.ipynb,3,scenario2-gan-mae-preupsample-perfect-prognosis,preupsample,1 dataset,GAN,mae,T2m (K),0.526,0.4198,0.0399,0.9313,0.561,0.0626
sc2_gan_preupsample_run3_executed.ipynb,3,scenario2-gan-mae-preupsample-perfect-prognosis,preupsample,1 dataset,GAN,mae,TP 24hr (mm),0.0045,0.0022,-0.0005,0.904,0.0046,0.012
sc2_gan_preupsample_run4_executed.ipynb,4,scenario2-gan-mae-preupsample-perfect-prognosis,preupsample,1 dataset,GAN,mae,U10 (m/s),0.6442,0.4818,-0.0085,0.9428,0.6595,0.0231
sc2_gan_preupsample_run4_executed.ipynb,4,scenario2-gan-mae-preupsample-perfect-prognosis,preupsample,1 dataset,GAN,mae,V10 (m/s),0.6195,0.4639,-0.002,0.9359,0.6327,0.021
sc2_gan_preupsample_run4_executed.ipynb,4,scenario2-gan-mae-preupsample-perfect-prognosis,preupsample,1 dataset,GAN,mae,T2m (K),0.5264,0.4202,0.0399,0.9313,0.561,0.0618
sc2_gan_preupsample_run4_executed.ipynb,4,scenario2-gan-mae-preupsample-perfect-prognosis,preupsample,1 dataset,GAN,mae,TP 24hr (mm),0.0045,0.0022,-0.0005,0.904,0.0046,0.0118
sc2_gan_run1_executed.ipynb,1,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,U10 (m/s),0.6442,0.4818,-0.0079,0.9428,0.6595,0.0231
sc2_gan_run1_executed.ipynb,1,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,V10 (m/s),0.6192,0.4636,-0.0018,0.9359,0.6327,0.0215
sc2_gan_run1_executed.ipynb,1,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,T2m (K),0.5258,0.4197,0.0399,0.9313,0.561,0.0628
sc2_gan_run1_executed.ipynb,1,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,TP 24hr (mm),0.0045,0.0022,-0.0005,0.904,0.0046,0.0122
sc2_gan_run2_executed.ipynb,2,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,U10 (m/s),0.6443,0.482,-0.0083,0.9428,0.6595,0.023
sc2_gan_run2_executed.ipynb,2,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,V10 (m/s),0.6192,0.4636,-0.002,0.9359,0.6327,0.0214
sc2_gan_run2_executed.ipynb,2,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,T2m (K),0.5262,0.42,0.0398,0.9312,0.561,0.0621
sc2_gan_run2_executed.ipynb,2,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,TP 24hr (mm),0.0045,0.0022,-0.0005,0.904,0.0046,0.012
sc2_gan_run3_executed.ipynb,3,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,U10 (m/s),0.6436,0.4812,-0.0083,0.9429,0.6595,0.0241
sc2_gan_run3_executed.ipynb,3,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,V10 (m/s),0.6189,0.4634,-0.002,0.936,0.6327,0.0218
sc2_gan_run3_executed.ipynb,3,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,T2m (K),0.5257,0.4195,0.0398,0.9314,0.561,0.0631
sc2_gan_run3_executed.ipynb,3,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,TP 24hr (mm),0.0045,0.0022,-0.0005,0.9041,0.0046,0.0124
sc2_gan_run4_executed.ipynb,4,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,U10 (m/s),0.6437,0.4815,-0.0084,0.9429,0.6595,0.0239
sc2_gan_run4_executed.ipynb,4,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,V10 (m/s),0.6188,0.4633,-0.0019,0.936,0.6327,0.022
sc2_gan_run4_executed.ipynb,4,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,T2m (K),0.5252,0.4191,0.0395,0.9313,0.561,0.0638
sc2_gan_run4_executed.ipynb,4,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,TP 24hr (mm),0.0045,0.0022,-0.0005,0.9041,0.0046,0.0124
sc2_gan_run5_executed.ipynb,5,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,U10 (m/s),0.6442,0.4818,-0.0084,0.9428,0.6595,0.0231
sc2_gan_run5_executed.ipynb,5,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,V10 (m/s),0.6192,0.4637,-0.0018,0.936,0.6327,0.0214
sc2_gan_run5_executed.ipynb,5,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,T2m (K),0.526,0.4198,0.0398,0.9313,0.561,0.0625
sc2_gan_run5_executed.ipynb,5,scenario2-gan-mae-perfect-prognosis,no-preupsample,1 dataset,GAN,mae,TP 24hr (mm),0.0045,0.0022,-0.0005,0.904,0.0046,0.012
sc2_qm.ipynb,,scenario2-quantile_mapping-perfect-prognosis,no-preupsample,1 dataset,Quantile Mapping,n/a,U10 (m/s),0.5966,0.4345,0.0113,0.939,0.6595,0.0953
sc2_qm.ipynb,,scenario2-quantile_mapping-perfect-prognosis,no-preupsample,1 dataset,Quantile Mapping,n/a,V10 (m/s),0.59,0.4313,0.0091,0.9332,0.6327,0.0676
sc2_qm.ipynb,,scenario2-quantile_mapping-perfect-prognosis,no-preupsample,1 dataset,Quantile Mapping,n/a,T2m (K),0.4195,0.3185,-0.0078,0.9286,0.561,0.2523
sc2_qm.ipynb,,scenario2-quantile_mapping-perfect-prognosis,no-preupsample,1 dataset,Quantile Mapping,n/a,TP 24hr (mm),0.0047,0.0023,-0.0001,0.8941,0.0046,-0.0269
sc2_resnet18_mae_preupsample_run1_executed.ipynb,1,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,U10 (m/s),0.5554,0.4084,0.0929,0.9596,0.6595,0.1577
sc2_resnet18_mae_preupsample_run1_executed.ipynb,1,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,V10 (m/s),0.5489,0.4079,0.0266,0.9529,0.6327,0.1325
sc2_resnet18_mae_preupsample_run1_executed.ipynb,1,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,T2m (K),0.3857,0.2952,-0.0547,0.9451,0.561,0.3126
sc2_resnet18_mae_preupsample_run1_executed.ipynb,1,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,TP 24hr (mm),0.0045,0.0022,-0.0004,0.9052,0.0046,0.016
sc2_resnet18_mae_preupsample_run2_executed.ipynb,2,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,U10 (m/s),0.5326,0.3907,0.0206,0.9609,0.6595,0.1923
sc2_resnet18_mae_preupsample_run2_executed.ipynb,2,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,V10 (m/s),0.5332,0.3933,0.0374,0.9539,0.6327,0.1573
