filename,run_number,scenario,preupsample,dataset,model,loss_function,variable,rmse,mae,bias,corr,baseline_rmse,skill
sc2_resnet18_mae_preupsample_run2_executed.ipynb,2,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,T2m (K),0.3889,0.2968,-0.0575,0.9439,0.561,0.3069
sc2_resnet18_mae_preupsample_run2_executed.ipynb,2,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,TP 24hr (mm),0.0047,0.0023,-0.0008,0.9021,0.0046,-0.0106
sc2_resnet18_mae_preupsample_run3_executed.ipynb,3,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,U10 (m/s),0.556,0.4087,0.0981,0.9597,0.6595,0.1568
sc2_resnet18_mae_preupsample_run3_executed.ipynb,3,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,V10 (m/s),0.5486,0.4076,0.0263,0.953,0.6327,0.1329
sc2_resnet18_mae_preupsample_run3_executed.ipynb,3,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,T2m (K),0.3856,0.2951,-0.0541,0.9451,0.561,0.3128
sc2_resnet18_mae_preupsample_run3_executed.ipynb,3,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,TP 24hr (mm),0.0045,0.0022,-0.0004,0.9054,0.0046,0.019
sc2_resnet18_mae_preupsample_run4_executed.ipynb,4,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,U10 (m/s),0.5553,0.4073,0.0901,0.9596,0.6595,0.158
sc2_resnet18_mae_preupsample_run4_executed.ipynb,4,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,V10 (m/s),0.5499,0.4085,0.0369,0.953,0.6327,0.1309
sc2_resnet18_mae_preupsample_run4_executed.ipynb,4,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,T2m (K),0.3844,0.294,-0.0392,0.945,0.561,0.3148
sc2_resnet18_mae_preupsample_run4_executed.ipynb,4,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,TP 24hr (mm),0.0045,0.0022,-0.0003,0.9055,0.0046,0.0195
sc2_resnet18_mae_preupsample_run5_executed.ipynb,5,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,U10 (m/s),0.5594,0.411,0.1074,0.9595,0.6595,0.1517
sc2_resnet18_mae_preupsample_run5_executed.ipynb,5,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,V10 (m/s),0.5495,0.4084,0.0189,0.9528,0.6327,0.1316
sc2_resnet18_mae_preupsample_run5_executed.ipynb,5,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,T2m (K),0.3853,0.2948,-0.0506,0.9451,0.561,0.3132
sc2_resnet18_mae_preupsample_run5_executed.ipynb,5,scenario2-resnet18-mae-preupsample-perfect-prognosis,preupsample,1 dataset,ResNet18,mae,TP 24hr (mm),0.0045,0.0022,-0.0004,0.9055,0.0046,0.0153
sc2_resnet18_mae_run1_executed.ipynb,1,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,U10 (m/s),1.2057,0.9216,-0.0898,0.8783,0.6595,-0.8283
sc2_resnet18_mae_run1_executed.ipynb,1,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,V10 (m/s),1.1446,0.8742,0.1163,0.8583,0.6327,-0.8089
sc2_resnet18_mae_run1_executed.ipynb,1,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,T2m (K),0.7497,0.6,0.0076,0.7974,0.561,-0.3363
sc2_resnet18_mae_run1_executed.ipynb,1,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,TP 24hr (mm),0.0074,0.0039,-0.0011,0.7471,0.0046,-0.6117
sc2_resnet18_mae_run2_executed.ipynb,2,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,U10 (m/s),1.1964,0.915,0.0383,0.8788,0.6595,-0.8143
sc2_resnet18_mae_run2_executed.ipynb,2,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,V10 (m/s),1.1275,0.8622,-0.0349,0.86,0.6327,-0.7819
sc2_resnet18_mae_run2_executed.ipynb,2,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,T2m (K),0.7435,0.5931,-0.0204,0.7974,0.561,-0.3252
sc2_resnet18_mae_run2_executed.ipynb,2,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,TP 24hr (mm),0.0074,0.004,-0.0012,0.7444,0.0046,-0.6155
sc2_resnet18_mae_run3_executed.ipynb,3,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,U10 (m/s),1.2058,0.9216,-0.1125,0.878,0.6595,-0.8285
sc2_resnet18_mae_run3_executed.ipynb,3,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,V10 (m/s),1.1394,0.8699,0.1071,0.8586,0.6327,-0.8007
sc2_resnet18_mae_run3_executed.ipynb,3,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,T2m (K),0.7524,0.6029,0.0348,0.7973,0.561,-0.3412
sc2_resnet18_mae_run3_executed.ipynb,3,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,TP 24hr (mm),0.0074,0.0039,-0.0012,0.7481,0.0046,-0.611
sc2_resnet18_mae_run4_executed.ipynb,4,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,U10 (m/s),1.1986,0.9166,-0.0811,0.8791,0.6595,-0.8176
sc2_resnet18_mae_run4_executed.ipynb,4,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,V10 (m/s),1.1331,0.8666,-0.0538,0.858,0.6327,-0.7907
sc2_resnet18_mae_run4_executed.ipynb,4,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,T2m (K),0.7443,0.5941,0.0043,0.7971,0.561,-0.3267
sc2_resnet18_mae_run4_executed.ipynb,4,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,TP 24hr (mm),0.0074,0.004,-0.0009,0.7464,0.0046,-0.6051
sc2_resnet18_mae_run5_executed.ipynb,5,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,U10 (m/s),1.2028,0.9199,-0.0773,0.878,0.6595,-0.8239
sc2_resnet18_mae_run5_executed.ipynb,5,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,V10 (m/s),1.1316,0.8662,-0.0614,0.8587,0.6327,-0.7884
sc2_resnet18_mae_run5_executed.ipynb,5,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,T2m (K),0.7455,0.5951,0.018,0.7959,0.561,-0.3287
sc2_resnet18_mae_run5_executed.ipynb,5,scenario2-resnet18-mae-perfect-prognosis,no-preupsample,1 dataset,ResNet18,mae,TP 24hr (mm),0.0074,0.004,-0.0008,0.7455,0.0046,-0.6051
sc2_unet_mae_preupsample_run1_executed.ipynb,1,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,U10 (m/s),0.4822,0.3523,0.0294,0.9693,0.6595,0.2689
sc2_unet_mae_preupsample_run1_executed.ipynb,1,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,V10 (m/s),0.4783,0.3516,0.0351,0.9631,0.6327,0.2441
sc2_unet_mae_preupsample_run1_executed.ipynb,1,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,T2m (K),0.3475,0.262,0.0461,0.9536,0.561,0.3805
sc2_unet_mae_preupsample_run1_executed.ipynb,1,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,TP 24hr (mm),0.0044,0.0021,-0.0004,0.9076,0.0046,0.0411
sc2_unet_mae_preupsample_run2_executed.ipynb,2,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,U10 (m/s),0.4822,0.3523,0.0294,0.9693,0.6595,0.2689
sc2_unet_mae_preupsample_run2_executed.ipynb,2,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,V10 (m/s),0.4783,0.3516,0.0351,0.9631,0.6327,0.2441
sc2_unet_mae_preupsample_run2_executed.ipynb,2,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,T2m (K),0.3475,0.262,0.0461,0.9536,0.561,0.3805
sc2_unet_mae_preupsample_run2_executed.ipynb,2,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,TP 24hr (mm),0.0044,0.0021,-0.0004,0.9076,0.0046,0.0411
sc2_unet_mae_preupsample_run3_executed.ipynb,3,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,U10 (m/s),0.4822,0.3523,0.0294,0.9693,0.6595,0.2689
sc2_unet_mae_preupsample_run3_executed.ipynb,3,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,V10 (m/s),0.4783,0.3516,0.0351,0.9631,0.6327,0.2441
sc2_unet_mae_preupsample_run3_executed.ipynb,3,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,T2m (K),0.3475,0.262,0.0461,0.9536,0.561,0.3805
sc2_unet_mae_preupsample_run3_executed.ipynb,3,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,TP 24hr (mm),0.0044,0.0021,-0.0004,0.9076,0.0046,0.0411
sc2_unet_mae_preupsample_run4_executed.ipynb,4,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,U10 (m/s),0.4822,0.3523,0.0294,0.9693,0.6595,0.2689
sc2_unet_mae_preupsample_run4_executed.ipynb,4,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,V10 (m/s),0.4783,0.3516,0.0351,0.9631,0.6327,0.2441
sc2_unet_mae_preupsample_run4_executed.ipynb,4,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,T2m (K),0.3475,0.262,0.0461,0.9536,0.561,0.3805
sc2_unet_mae_preupsample_run4_executed.ipynb,4,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,TP 24hr (mm),0.0044,0.0021,-0.0004,0.9076,0.0046,0.0411
sc2_unet_mae_preupsample_run5_executed.ipynb,5,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,U10 (m/s),0.4822,0.3523,0.0294,0.9693,0.6595,0.2689
sc2_unet_mae_preupsample_run5_executed.ipynb,5,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,V10 (m/s),0.4783,0.3516,0.0351,0.9631,0.6327,0.2441
sc2_unet_mae_preupsample_run5_executed.ipynb,5,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,T2m (K),0.3475,0.262,0.0461,0.9536,0.561,0.3805
sc2_unet_mae_preupsample_run5_executed.ipynb,5,scenario2-unet-mae-preupsample-perfect-prognosis,preupsample,1 dataset,Unet,mae,TP 24hr (mm),0.0044,0.0021,-0.0004,0.9076,0.0046,0.0411
sc2_unet_mae_run1_executed.ipynb,1,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,U10 (m/s),0.6118,0.4594,0.0558,0.9494,0.6595,0.0723
sc2_unet_mae_run1_executed.ipynb,1,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,V10 (m/s),0.6035,0.4542,-0.0008,0.9409,0.6327,0.0462
sc2_unet_mae_run1_executed.ipynb,1,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,T2m (K),0.4521,0.3537,0.0225,0.9363,0.561,0.1941
sc2_unet_mae_run1_executed.ipynb,1,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,TP 24hr (mm),0.0047,0.0023,-0.0007,0.9018,0.0046,-0.0249
sc2_unet_mae_run2_executed.ipynb,2,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,U10 (m/s),0.594,0.4456,-0.0262,0.9505,0.6595,0.0993
sc2_unet_mae_run2_executed.ipynb,2,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,V10 (m/s),0.5856,0.4389,-0.0506,0.9432,0.6327,0.0744
sc2_unet_mae_run2_executed.ipynb,2,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,T2m (K),0.4303,0.3327,0.0078,0.9392,0.561,0.2331
sc2_unet_mae_run2_executed.ipynb,2,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,TP 24hr (mm),0.0047,0.0023,-0.0005,0.8986,0.0046,-0.0188
sc2_unet_mae_run3_executed.ipynb,3,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,U10 (m/s),0.5935,0.4452,-0.0355,0.9505,0.6595,0.1
sc2_unet_mae_run3_executed.ipynb,3,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,V10 (m/s),0.5864,0.4396,-0.0591,0.9432,0.6327,0.0732
sc2_unet_mae_run3_executed.ipynb,3,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,T2m (K),0.4309,0.3329,0.0161,0.9391,0.561,0.232
sc2_unet_mae_run3_executed.ipynb,3,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,TP 24hr (mm),0.0047,0.0023,-0.0004,0.8989,0.0046,-0.0172
sc2_unet_mae_run4_executed.ipynb,4,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,U10 (m/s),0.5924,0.4438,-0.0349,0.9505,0.6595,0.1017
sc2_unet_mae_run4_executed.ipynb,4,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,V10 (m/s),0.5864,0.4393,-0.0575,0.9432,0.6327,0.0732
sc2_unet_mae_run4_executed.ipynb,4,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,T2m (K),0.4288,0.3314,0.0113,0.9395,0.561,0.2357
sc2_unet_mae_run4_executed.ipynb,4,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,TP 24hr (mm),0.0047,0.0023,-0.0004,0.8988,0.0046,-0.0186
sc2_unet_mae_run5_executed.ipynb,5,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,U10 (m/s),0.6111,0.4589,0.0457,0.9493,0.6595,0.0733
sc2_unet_mae_run5_executed.ipynb,5,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,V10 (m/s),0.6043,0.4549,0.0002,0.941,0.6327,0.0449
sc2_unet_mae_run5_executed.ipynb,5,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,T2m (K),0.4496,0.3515,0.009,0.9367,0.561,0.1987
sc2_unet_mae_run5_executed.ipynb,5,scenario2-unet-mae-perfect-prognosis,no-preupsample,1 dataset,Unet,mae,TP 24hr (mm),0.0047,0.0023,-0.0007,0.902,0.0046,-0.0216
